,职位,公司,城市,薪资,经验,学历
2420,python后端开发工程师,张家港市汇智人力资源有限公司,北京,30000,不限,本科
2421,python开发,奇安信科技集团股份有限公司,上海,15000,1-3年,本科
2422,python工程师,深圳市悦保科技有限公司,深圳,12000,3-5年,本科
2423,python开发,河南小角牛食品有限公司,安阳,10000,在校/应届,本科
2424,python开发,上海张江发展战略研究院,上海,6000,1年以下,本科
2425,python,英赛得人才顾问（武汉）有限公司,杭州,10000,1-3年,本科
2426,python开发,深圳市同和信息技术有限公司,上海,12000,3-5年,本科
2427,python开发工程师,华为技术有限公司,西安,15000,不限,本科
2428,python开发工程师,北京汉迪移动互联网科技股份有限公司,北京,15000,不限,本科
2429,c/c++，java，python、测试，js,北京外企德科人力资源服务上海有限公司,上海,18000,不限,本科
2430,c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
2431,软件开发工程师（python）,科锐尔人力资源服务（苏州）有限公司,西安,18000,不限,本科
2432,java/Python/web开发工程师,科锐尔人力资源服务（苏州）有限公司,西安,15000,不限,本科
2433,python开发工程师,上海泛微网络科技股份有限公司,上海,11000,1-3年,本科
2434,python开发工程师,北京码博科技有限公司,北京,13000,1-3年,本科
2435,python开发工程师,成都兴能金通科技有限公司,成都,15000,3-5年,大专
2436,python开发工程师,北京码博科技有限公司,北京,10000,1-3年,本科
2437,Python后端研发工程师（财富管理方向）,富途网络科技（深圳）有限公司,深圳,20000,3-5年,本科
2438,python开发,北京卓伯咨询有限公司,宁波,13000,不限,本科
2439,Python开发工程师,华为技术有限公司,西安,15000,不限,本科
2440,python工程师,北京迈迪培尔信息技术有限公司,北京,6000,不限,本科
2441,python工程师,宁波思艾特软件有限公司,成都,9000,1-3年,本科
2442,python开发工程师,大连华信计算机技术股份有限公司,西安,12000,3-5年,本科
2443,python开发工程师,京北方信息技术股份有限公司,上海,16000,不限,本科
2444,软件开发工程师 (java c++ Python）,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
2445,Java/前端/Python/C/C++/Go/测试等开发岗,北京外企德科人力资源服务上海有限公司,上海,16000,不限,本科
2446,java/python/web前端开发工程师,科锐尔人力资源服务（苏州）有限公司,深圳,20000,不限,本科
2447,python开发工程师,京北方信息技术股份有限公司,上海,16000,不限,本科
2448,python开发工程师,陕西科锐尔人力资源服务有限公司,北京,15000,5-10年,本科
2449,python工程师,北京联龙博通电子商务技术有限公司,北京,15000,3-5年,本科
2450,python开发工程师,深圳市嘉信福实业集团有限公司,深圳,20000,5-10年,本科
2451,Python工程师,北京新火科技有限公司,北京,8000,不限,本科
2452,Python开发,成都优声科技有限公司,北京,15000,3-5年,本科
2453,python,武汉飞脉科技有限责任公司,武汉,8000,1-3年,大专
2454,python开发工程师,威廉欧奈尔信息科技（上海）有限公司,上海,12000,1-3年,本科
2455,python开发工程师,北京维太格科技有限公司,北京,15000,不限,本科
2456,python工程师,深圳和润达科技有限公司,深圳,25000,3-5年,本科
2457,Python开发工程师,杭州半云科技有限公司,福州,10000,1-3年,本科
2458,python开发工程师,贵阳高登世德金融科技有限公司,贵阳,10000,3-5年,本科
2459,软件开发（Java、C++、Python）,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
2460,java/python/c/c++/前端开发/软件测试,北京外企德科人力资源服务上海有限公司,成都,15000,不限,本科
2461,python开发工程师,中软国际科技服务有限公司,西安,9000,1-3年,本科
2462,python开发工程师,中软国际科技服务有限公司,西安,15000,不限,本科
2463,python工程师,北京蓝色脉动科技有限责任公司,北京,8000,在校/应届,本科
2464,python开发工程师,信必优（深圳）信息技术有限公司,广州,10000,1-3年,本科
2465,python开发工程师,源杉数据科技（上海）有限公司,上海,15000,3-5年,本科
2466,python开发,北京安技汇科技有限公司,北京,15000,3-5年,不限
2467,python开发工程师,万博时代（深圳）科技有限公司,深圳,15000,3-5年,大专
2468,python开发工程师,广州市信创电子科技有限公司,北京,50000,5-10年,本科
2469,python开发工程师,广州天锐医健信息科技有限公司,广州,9000,1-3年,大专
2470,python开发工程师,济南晓邻网络科技有限公司,济南,8000,1-3年,本科
2471,python开发工程师,北京神州云合数据科技发展有限公司,南京,10000,5-10年,本科
2472,python开发工程师,宁波平方和投资管理合伙企业（有限合伙）,北京,15000,不限,本科
2473,python开发工程师,山东慧诚数字科技集团有限公司,济南,13000,3-5年,本科
2474,Java/C/C++/Python/测试/运维,北京外企德科人力资源服务上海有限公司,上海,15000,不限,本科
2475,Java/前端/python/c++/c/测试,北京外企德科人力资源服务上海有限公司,西安,15000,不限,本科
2476,python开发工程师,中软国际科技服务有限公司,深圳,10000,1-3年,本科
2477,python开发工程师,中软国际科技服务有限公司,武汉,10000,1-3年,本科
2478,python开发工程师,深圳一科互联有限公司,深圳,10000,3-5年,大专
2479,python开发,陌壳（上海）网络科技有限公司,昆明,10000,3-5年,本科
2480,python开发工程师,京北方信息技术股份有限公司,广州,15000,3-5年,本科
2481,python,西安英荟烁企业管理咨询所,北京,15000,不限,不限
2482,python,西安英荟烁企业管理咨询所,广州,15000,不限,大专
2483,Python开发,北京时空立方数字科技有限公司,广州,10000,1-3年,本科
2484,Python开发工程师,华为技术有限公司,深圳,10000,不限,本科
2485,python开发工程师,北京微财科技有限公司,北京,25000,1年以下,硕士
2486,python开发工程师,观源（上海）科技有限公司,上海,12000,1-3年,本科
2487,python开发工程师,深圳市同和信息技术有限公司,深圳,14000,3-5年,大专
2488,python开发工程师,上海泛微网络科技股份有限公司,上海,18000,1-3年,本科
2489,武汉一JAVA/JS/C/C++/Python/go/测试,北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
2490,c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
2491,python开发工程师,上海泛微网络科技股份有限公司,上海,18000,1-3年,本科
2492,python开发工程师,在线途游（北京）科技有限公司,北京,18000,不限,本科
2493,python开发工程师,在线途游（北京）科技有限公司,北京,20000,3-5年,本科
2494,python开发工程师,华为技术有限公司,深圳,15000,3-5年,本科
2495,python工程师,北京万界数据科技有限责任公司,武汉,10000,1-3年,本科
2496,python开发工程师,深圳市长亮科技股份有限公司,深圳,13000,3-5年,本科
2497,Python开发工程师,南方报业传媒集团,广州,20000,不限,本科
2498,python开发工程师,北京华为数字技术有限公司,西安,15000,不限,本科
2499,Python,北京瑞联网络科技有限公司,成都,10000,1-3年,大专
2500,python开发工程师,北京游道易网络文化有限公司,上海,15000,1-3年,本科
2501,python开发工程师,四川凯普顿信息技术股份有限公司,成都,18000,3-5年,本科
2502,python开发工程师,北京瑞联网络科技有限公司,成都,10000,不限,大专
2503,python工程师,宁波思艾特软件有限公司,宁波,9000,1-3年,本科
2504,C/C++/JAVA/GO/JS/Python软件开发工程师,北京外企德科人力资源服务上海有限公司,深圳,18000,不限,本科
2505,Java/前端/Python/C/C++/Go/测试等开发岗,北京外企德科人力资源服务上海有限公司,上海,16000,不限,本科
2506,python开发工程师,软通动力技术服务有限公司北京分公司,南京,10000,1-3年,本科
2507,python工程师,成都安科创信科技有限公司,成都,9000,1-3年,大专
2508,python开发工程师,上海指南车数据科技有限公司,上海,15000,1-3年,本科
2509,python,成都中云天下科技有限公司,成都,12000,1-3年,本科
2510,python开发工程师,中软国际科技服务有限公司,武汉,10000,1-3年,本科
2511,python,龙岩市宏景信息科技有限公司,龙岩,7000,3-5年,不限
2512,python开发工程师,上海犀语科技有限公司,上海,8000,1-3年,本科
2513,python开发工程师,湖北若火科技有限公司,北京,15000,3-5年,本科
2514,python开发工程师,北京优解未来科技有限公司,北京,20000,5-10年,本科
2515,python开发,深圳新致软件有限公司,深圳,15000,3-5年,本科
2516,Python开发,四川众航信息科技有限公司,南京,10000,1-3年,大专
2517,python开发工程师,广州赛意信息科技股份有限公司,广州,9000,1-3年,大专
2518,python开发工程师,泰坦科技（深圳）有限公司,深圳,15000,3-5年,本科
2519,"各语言开发工程师（Java，c,c++,python,oc,go等等）",北京外企德科人力资源服务上海有限公司,上海,15000,不限,本科
2520,c++/java/python/算法工程/前端工程师(六险一金，双休),北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
2521,python开发工程师,重庆康洲大数据（集团）有限公司,重庆,5000,1-3年,大专
2522,python开发工程师,深圳市言羽科技有限公司,上海,15000,在校/应届,本科
2523,python开发工程师,深圳佰特创新科技有限公司,深圳,12000,3-5年,本科
2524,python开发工程师,北京优解未来科技有限公司,北京,20000,3-5年,本科
2525,Python开发工程师,山东汇智电力科技有限公司,济南,8000,1-3年,本科
2526,python开发工程师,杭州代码狗科技有限公司,杭州,5000,不限,本科
2527,Python开发,深圳华秋电子有限公司,上海,15000,3-5年,本科
2528,Python开发工程师,大连允执科技有限公司,大连,8000,3-5年,不限
2529,python开发工程师,杭州五色云网络技术有限公司,杭州,12000,不限,本科
2530,python开发工程师,北京人民在线网络有限公司,北京,15000,1-3年,本科
2531,python开发工程师,华为技术有限公司,西安,15000,不限,本科
2532,python开发工程师,深圳市血之缘医疗科技有限公司,深圳,18000,3-5年,本科
2533,python开发工程师,苏州智泰腾迪信息科技有限公司,苏州,13000,1-3年,大专
2534,Java/python/c++/c/js/开发/测试（全国）,北京外企德科人力资源服务上海有限公司,成都,15000,不限,本科
2535,java/c/c++/python/go/js/web/测试/软件开发/双休,北京外企德科人力资源服务上海有限公司,成都,16000,不限,本科
2536,python开发工程师,苏州智泰腾迪信息科技有限公司,苏州,13000,1-3年,大专
2537,python工程师,广州一张满减券科技有限公司,深圳,7000,不限,不限
2538,python开发工程师,友邦资讯科技（广州）有限公司,成都,9000,1-3年,本科
2539,python开发工程师,北京忐忐科技有限公司,北京,18000,5-10年,本科
2540,python开发,武汉海岸跃动网络科技有限公司,武汉,8000,3-5年,本科
2541,python开发工程师,西安华为技术有限公司,西安,15000,不限,本科
2542,python开发工程师,深圳米倪网络科技信息有限公司,深圳,15000,3-5年,本科
2543,python开发工程师,中国科学院自动化研究所,北京,20000,1-3年,硕士
2544,python开发工程师,上海量讯物联电子商务有限公司,上海,11000,1-3年,本科
2545,python开发工程师,广州发业信息科技有限公司,广州,15000,3-5年,本科
2546,python开发工程师,百姓网股份有限公司,上海,20000,1-3年,本科
2547,python开发工程师,广州云纳信息科技有限公司,广州,5000,1-3年,大专
2548,python开发工程师,河南臻宇科技有限公司,郑州,10000,3-5年,本科
2549,Java/python/web/c/c++/js/go/测试/安卓,北京外企德科人力资源服务上海有限公司,西安,15000,不限,本科
2550,Java/C/Python工程师+14-16薪,北京外企德科人力资源服务上海有限公司,成都,12000,不限,本科
2551,python开发工程师,广州南田互联网科技有限公司,广州,10000,1-3年,本科
2552,python开发工程师,北京威力强化科技有限公司,北京,18000,3-5年,本科
2553,python开发工程师,杭州昇星智能科技有限公司,杭州,12000,1-3年,本科
2554,python开发工程师,普华汇金（山东）供应链有限公司,潍坊,8000,1-3年,本科
2555,python开发工程师,广东堡塔安全技术有限公司,东莞,7000,3-5年,不限
2556,python开发工程师,贵州数安智能科技有限公司,贵阳,7000,1-3年,本科
2557,python开发工程师,郑州数能软件科技有限公司,郑州,2000,10年以上,本科
2558,python开发工程师,郑州数能软件科技有限公司,郑州,2000,10年以上,博士
2559,python开发工程师,众趣（北京）科技有限公司,北京,18000,3-5年,本科
2560,python开发工程师,广州掌昆网络科技有限公司,广州,13000,3-5年,本科
2561,python开发工程师,北京安全共识科技有限公司,北京,7000,在校/应届,本科
2562,python开发工程师,北京恒智数科科技有限公司,北京,10000,3-5年,本科
2563,python开发工程师,北京博奥瑞科技有限公司,北京,10000,1-3年,本科
2564,java/c/c++/python/go/js/web/测试/软件开发/双休,北京外企德科人力资源服务上海有限公司,成都,16000,不限,本科
2565,c/c++，java，js，python、go通用软件开发工程师,北京外企德科人力资源服务上海有限公司,深圳,15000,不限,本科
2566,python开发工程师,北京博奥瑞科技有限公司,北京,10000,1-3年,本科
2567,Python开发工程师,上海直觉信息技术有限公司,上海,8000,不限,本科
2568,python开发工程师,宝牧科技（天津）有限公司,武汉,9000,1-3年,本科
2569,python开发工程师,苏州赛纳吉网络咨询服务有限公司,苏州,15000,3-5年,本科
2570,python开发工程师,北京云庐科技有限公司,北京,20000,3-5年,本科
2571,python开发工程师,北京深言科技有限责任公司,北京,25000,3-5年,本科
2572,Python开发工程师,睿云联（厦门）网络通讯技术有限公司,厦门,3000,在校/应届,本科
2573,python开发,景生星月信息科技（北京）有限公司,北京,4000,在校/应届,本科
2574,python开发工程师,深圳市惠群商业数据技术有限公司,深圳,7000,在校/应届,本科
2575,python开发工程师,成都思而科软件有限公司,成都,3000,在校/应届,本科
2576,python开发工程师,奇点浩翰数据技术（北京）有限公司,北京,3000,在校/应届,本科
2577,python开发工程师,奇点浩翰数据技术（北京）有限公司,上海,3000,在校/应届,本科
2578,python开发工程师,北京华美汉盛信息技术有限公司,北京,7000,在校/应届,本科
2579,Java/C/C++/Python/测试/运维,北京外企德科人力资源服务上海有限公司,上海,15000,不限,本科
2580,Java/前端/python/c++/c/测试,北京外企德科人力资源服务上海有限公司,西安,15000,不限,本科
2581,python开发工程师,北京华美汉盛信息技术有限公司,北京,7000,在校/应届,本科
2582,python开发工程师,杭州问点事信息技术有限公司,杭州,4000,在校/应届,本科
2583,python开发工程师,成都运荔枝科技有限公司,成都,10000,5-10年,大专
2584,python开发工程师,远江盛邦（北京）网络安全科技股份有限公司,西安,8000,在校/应届,本科
2585,Python开发工程师,广州易度网络信息有限公司,广州,10000,1-3年,本科
2586,python开发工程师,上海优宁维生物科技股份有限公司,上海,17000,1-3年,本科
2587,python工程师,昇腾技术（深圳）有限公司,深圳,8000,在校/应届,本科
2588,python开发工程师,辽宁北斗云数字科技有限公司,沈阳,5000,在校/应届,本科
2589,python开发工程师,北京迈迪培尔信息技术有限公司,北京,6000,在校/应届,本科
2590,python开发工程师,上海穰川信息技术有限公司,上海,15000,在校/应届,本科
2591,python开发工程师,北京音娱时光科技有限公司,北京,25000,3-5年,本科
2592,python开发工程师,成都了了科技有限公司,成都,5000,在校/应届,本科
2593,python开发工程师,华云信息技术工程有限公司,成都,12000,3-5年,本科
2594,python开发工程师（双休+五险一金全额）,北京外企德科人力资源服务上海有限公司,武汉,15000,1-3年,本科
2595,通用研发c/c++/java/js/python/php/go,北京外企德科人力资源服务上海有限公司,南京,15000,不限,本科
2596,python开发工程师,华云信息技术工程有限公司,成都,12000,3-5年,本科
2597,python开发工程师,深圳任展管理咨询有限公司,深圳,30000,5-10年,本科
2598,python,成都曦顺人力资源管理有限公司,杭州,15000,3-5年,本科
2599,互联网业务-Go/Python后端开发工程师,富途网络科技（深圳）有限公司,深圳,18000,1-3年,本科
2600,python工程师,北京锐仕方达人力资源集团有限公司重庆分公司,石家庄,13000,3-5年,大专
2601,python开发工程师,科锐数字科技（苏州）有限公司,西安,15000,3-5年,本科
2602,python开发工程师,科锐数字科技（苏州）有限公司,深圳,15000,不限,本科
2603,python开发工程师,科锐尔人力资源服务（苏州）有限公司,深圳,20000,3-5年,本科
2604,python开发工程师,上海睿资达企业管理咨询有限公司,北京,20000,不限,本科
2605,python开发工程师,先路（北京）咨询有限公司,成都,15000,不限,本科
2606,python开发工程师,先路（北京）咨询有限公司,成都,15000,3-5年,本科
2607,python开发工程师,陕西科锐尔人力资源服务有限公司,东莞,13000,3-5年,本科
2608,python开发工程师,科锐尔人力资源服务（苏州）有限公司,深圳,20000,不限,本科
2609,C++/C/Java/Python/GO开发工程师,北京外企德科人力资源服务上海有限公司,深圳,17000,不限,本科
2610,python开发工程师,北京外企德科人力资源服务上海有限公司,东莞,14000,不限,本科
2611,python开发工程师,科锐数字科技（苏州）有限公司,深圳,13000,不限,本科
2612,python开发工程师,陕西科锐尔人力资源服务有限公司,武汉,15000,1-3年,本科
2613,python开发工程师,陕西科锐尔人力资源服务有限公司,深圳,15000,1-3年,本科
2614,python开发工程师,先路（北京）咨询有限公司,广州,20000,5-10年,本科
2615,python开发工程师,苏州赤兔企业管理有限公司,北京,40000,3-5年,本科
2616,python开发工程师,成都科之锐人力资源服务有限公司,深圳,19000,1-3年,本科
2617,python开发,艾利安人才服务（上海）有限公司,上海,12000,1-3年,本科
2618,python开发工程师,武汉康德雷格企业管理有限公司,西安,11000,3-5年,本科
2619,python开发,杭州锐致商务咨询有限公司,西安,20000,1-3年,本科
2620,python开发工程师,成都科之锐人力资源服务有限公司,上海,19000,1-3年,本科
2621,python开发工程师,恩斯特无锡企业管理咨询有限公司,北京,35000,不限,本科
2622,python开发工程师,恩斯特无锡企业管理咨询有限公司,北京,30000,不限,本科
2623,python开发工程师,科锐数字科技（苏州）有限公司,西安,16000,不限,本科
2624,python开发工程师,北京外企德科人力资源服务上海有限公司,苏州,15000,不限,本科
2625,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,14000,不限,本科
2626,python开发工程师,陕西科锐尔人力资源服务有限公司,西安,10000,不限,大专
2627,python开发工程师,成都科之锐人力资源服务有限公司,深圳,15000,1-3年,本科
2628,python开发工程师,成都科之锐人力资源服务有限公司,上海,20000,1-3年,本科
2629,python开发工程师,科锐数字科技（苏州）有限公司,西安,20000,不限,本科
2630,python工程师,埃摩森网络科技（上海）有限公司,无锡,15000,不限,本科
2631,python开发工程师,武汉尚仕杰企业管理顾问有限公司,苏州,20000,不限,本科
2632,python开发工程师,上海睿资达企业管理咨询有限公司,北京,40000,不限,本科
2633,python开发工程师,陕西科锐尔人力资源服务有限公司,西安,20000,3-5年,本科
2634,python,湖北添楚瀚才传媒有限公司,北京,17000,3-5年,本科
2635,python开发工程师,上海睿资达企业管理咨询有限公司,上海,25000,3-5年,硕士
2636,python开发工程师,上海仕进信息科技有限公司,上海,28000,5-10年,本科
2637,高级python开发工程师,江苏虫洞电子商务有限公司,杭州,15000,1-3年,本科
2638,Python开发实习生,成都亚然科技中心,成都,4000,不限,大专
2639,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
2640,python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,20000,3-5年,本科
2641,python后端开发工程师,广州比高网络科技有限公司,广州,10000,1-3年,本科
2642,python爬虫工程师,广州比高网络科技有限公司,广州,12000,1-3年,本科
2643,软件开发(java/C++/C/python/前端)工程师,华为技术有限公司,成都,15000,1-3年,本科
2644,python爬虫工程师,广州领匠网络科技有限公司,广州,20000,5-10年,大专
2645,python开发工程师(在家办公),北京游道易网络文化有限公司,广州,15000,3-5年,本科
2646,python后端开发工程师,成都炜烨科技有限公司,成都,5000,1-3年,大专
2647,高级python开发工程师,上海灏程企业管理顾问有限公司,广州,20000,5-10年,本科
2648,java/c++/c/python/web前端\测试,华为技术有限公司,杭州,14000,不限,本科
2649,python爬虫工程师,深圳市云鹤网络科技有限公司,深圳,12000,3-5年,大专
2650,Python开发工程师-北京,北京码博科技有限公司,北京,11000,1-3年,本科
2651,python开发工程师 (MJ005637),广州希音供应链管理有限公司,深圳,20000,3-5年,本科
2652,高级python开发工程师,深圳茂源资本资产管理有限公司,深圳,20000,3-5年,本科
2653,高级python开发工程师,深圳茂源资本资产管理有限公司,深圳,20000,3-5年,本科
2654,python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,18000,1-3年,本科
2655,python开发工程师,北京外企德科人力资源服务上海有限公司,成都,15000,不限,本科
2656,java/c++/c/python/web前端\测试,华为技术有限公司,北京,14000,不限,本科
2657,java/c++/c/python/web前端\测试,华为技术有限公司,上海,14000,不限,本科
2658,高级python开发工程师,深圳茂源资本资产管理有限公司,深圳,20000,3-5年,本科
2659,兼职python爬虫工程师,深圳市贝德汇软件有限公司,深圳,10000,不限,不限
2660,软件开发工程师 Java c c++ python js,华为技术有限公司,东莞,17000,不限,本科
2661,Java/python/前端/C++/C开发—南京,陕西科锐尔人力资源服务有限公司,南京,15000,不限,本科
2662,python爬虫工程师,北京易百解科技有限公司,北京,15000,不限,不限
2663,软件开发工程师 Java c c++ python js,华为技术有限公司,武汉,17000,不限,本科
2664,python数据开发工程师,深圳市磐泷智投数据有限公司,深圳,10000,1-3年,本科
2665,Python实习,北京新火科技有限公司,北京,3000,在校/应届,本科
2666,Python数据工程师,深圳市磐泷智投数据有限公司,深圳,10000,1-3年,本科
2667,python后端开发工程师,艾利安人才服务（上海）有限公司,北京,15000,不限,本科
2668,python后端开发工程师,三星（中国）投资有限公司,北京,20000,不限,本科
2669,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
2670,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,13000,不限,本科
2671,java/c++/c/python/web前端\测试,华为技术有限公司,成都,14000,不限,本科
2672,软件开发工程师 Java c c++ python js,华为技术有限公司,深圳,17000,不限,本科
2673,Python量化开发工程师,深圳市磐泷智投数据有限公司,深圳,20000,3-5年,硕士
2674,python后端开发工程师,上海晓暮网络科技有限公司,武汉,4000,在校/应届,不限
2675,Python后端实习生,上海好火的科技有限公司,上海,4000,在校/应届,不限
2676,Python实习生,上海好火的科技有限公司,上海,4000,在校/应届,不限
2677,python爬虫工程师,杭州务新网络科技有限公司,杭州,15000,1-3年,大专
2678,资深python开发工程师,威廉欧奈尔信息科技（上海）有限公司,上海,25000,3-5年,本科
2679,高级python开发工程师,威廉欧奈尔信息科技（上海）有限公司,上海,25000,3-5年,本科
2680,python后端实习生,上海晓暮网络科技有限公司,上海,4000,在校/应届,不限
2681,python后端开发工程师,瞬联软件科技（北京）有限公司上海分公司,上海,13000,1-3年,本科
2682,Python开发-23届,上海敬在信息技术有限公司,西安,5000,在校/应届,本科
2683,后端算法工程师（python）,上海智臻智能网络科技股份有限公司,上海,20000,3-5年,本科
2684,python开发工程师,北京外企德科人力资源服务上海有限公司,北京,20000,不限,本科
2685,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,12000,1-3年,本科
2686,Python实习生,上海好火的科技有限公司,上海,4000,不限,本科
2687,python后端工程师,上海好火的科技有限公司,苏州,4000,在校/应届,不限
2688,Python开发工程师（广州）,贵阳高登世德金融科技有限公司,广州,10000,3-5年,本科
2689,Java/C++/Python//运维/C,中软国际科技服务有限公司,西安,15000,3-5年,本科
2690,Java/测试/安卓/运维/C++/Python,中软国际科技服务有限公司,西安,15000,3-5年,本科
2691,后端开发工程师（Python）,杭州德睿智药科技有限公司,杭州,12000,不限,本科
2692,python爬虫工程师（高级）,高维互娱科技（北京）有限公司,北京,15000,3-5年,本科
2693,Go/Python研发工程师,深圳永安在线科技有限公司,深圳,25000,3-5年,本科
2694,python数据分析讲师,河南量子矩阵科技有限公司,郑州,8000,3-5年,本科
2695,python教师,深圳乐博乐博教育科技有限公司益田分公司,深圳,6000,1年以下,大专
2696,游戏开发（Lua，C++，C#，Python）,德科信息有限公司,广州,10000,不限,本科
2697,网络安全研发?程师（Python）,郑州赛欧思科技有限公司,郑州,10000,3-5年,本科
2698,python开发工程师(第三方,北京百度网讯科技有限公司,上海,15000,1-3年,本科
2699,python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,15000,1-3年,本科
2700,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15000,1-3年,本科
2701,Python算法（风控业务）,中软国际科技服务有限公司,西安,10000,3-5年,本科
2702,python开发工程师(第三方,北京百度网讯科技有限公司,上海,15000,1-3年,本科
2703,python爬虫工程师,深圳禾略贝塔信息科技有限公司,重庆,6000,3-5年,本科
2704,Python实习生,深圳市磐泷智投数据有限公司,深圳,4000,不限,本科
2705,python自动化测试,南宁千禾软件技术有限公司,深圳,10000,3-5年,本科
2706,python实习生,深圳市磐泷智投数据有限公司,深圳,4000,不限,本科
2707,数据研发?程师（python）,郑州赛欧思科技有限公司,郑州,5000,不限,本科
2708,python后端开发工程师,麦可（西安）网络科技有限公司,西安,10000,3-5年,大专
2709,python爬虫工程师,湖南语亦云科技有限公司,长沙,7000,1-3年,不限
2710,Go/Python后端研发工程师(J57808),百度在线网络技术（北京）有限公司,北京,25000,1-3年,本科
2711,Python研发工程师(J58097),百度在线网络技术（北京）有限公司,北京,25000,1-3年,本科
2712,python开发（人工智能）,南京制典网络科技有限公司,南京,10000,1-3年,大专
2713,python开发实习生,达而观信息科技（上海）有限公司,上海,4000,在校/应届,本科
2714,python开发工程师,北京外企德科人力资源服务上海有限公司,东莞,10000,1-3年,本科
2715,python开发工程师,北京外企德科人力资源服务上海有限公司,西安,13000,1-3年,本科
2716,Python开发中级工程师,北京盈科千信科技有限公司,北京,11000,1-3年,本科
2717,c++/python软件工程师,之江实验室,杭州,15000,不限,硕士
2718,python爬虫工程师,北京华城翻译中心有限公司,北京,11000,1-3年,本科
2719,后端开发工程师（java、c/c++、python、go）,华为技术有限公司,西安,18000,不限,本科
2720,python后端工程师,浙江天垂科技有限公司,杭州,15000,不限,本科
2721,python后端开发工程师,深圳市布桐游戏有限公司,深圳,18000,3-5年,大专
2722,java/c++/c/python/web前端\测试,华为技术有限公司,武汉,14000,不限,本科
2723,python全栈开发工程师（ j53346）,百度在线网络技术（北京）有限公司,北京,30000,3-5年,本科
2724,python爬虫开发,北京华城翻译中心有限公司,北京,10000,不限,本科
2725,Python 数据采集,苏州零泉科技有限公司,苏州,6000,1-3年,本科
2726,Python研发工程师,观源（上海）科技有限公司,上海,15000,3-5年,本科
2727,python爬虫工程师,上海泛微网络科技股份有限公司,上海,15000,1-3年,本科
2728,12613K-Python开发工程师,深圳平安综合金融服务有限公司,上海,20000,3-5年,本科
2729,python开发工程师,北京外企德科人力资源服务上海有限公司,武汉,15000,不限,本科
2730,python开发工程师,北京外企德科人力资源服务上海有限公司,深圳,16000,不限,本科
2731,java/c++/c/python/web前端\测试,华为技术有限公司,南京,14000,不限,本科
2732,java/c++/c/python/web前端\测试,华为技术有限公司,西安,14000,不限,本科
2733,python后端开发工程师,上海循宇投资管理有限公司,上海,20000,3-5年,本科
2734,python开发（周末双休、不加班）,中电金信软件有限公司,广州,15000,5-10年,本科
2735,python后端开发工程师,上海蜚语信息科技有限公司,上海,15000,3-5年,本科
2736,Python Developer,深圳前海智龙资本管理有限公司,深圳,15000,在校/应届,本科
2737,RPA开发工程师（熟练python）,深圳市同和信息技术有限公司,深圳,11000,3-5年,大专
2738,Python Engineer,久远谦长（北京）技术服务有限公司,北京,18000,3-5年,本科
2739,python后端开发工程师,苏州沃时数字科技有限公司,苏州,10000,1-3年,本科
2740,python测试工程师,上海清序科技有限公司,上海,10000,3-5年,本科
2741,Python软件工程师,上海艾连信息技术有限公司,上海,7000,1-3年,本科
2742,python后端开发工程师（ai方向）,深圳市易佰网络科技有限公司武汉分公司,武汉,12000,3-5年,本科
2743,python后端开发工程师,深圳素问智能信息技术有限公司,南京,10000,1-3年,本科
2744,python开发工程师,北京外企德科人力资源服务上海有限公司,西安,12000,不限,本科
2745,python开发工程师,北京外企德科人力资源服务上海有限公司,北京,15000,不限,本科
2746,java/c/c++/python/go/js/web/测试...,华为技术有限公司,深圳,15000,不限,本科
2747,C/C++/Java/C#/Python开发工程师,华为技术有限公司,成都,15000,1-3年,本科
2748,python后端工程师,深圳素问智能信息技术有限公司,深圳,10000,1-3年,本科
2749,python后端开发工程师,杭州映云科技有限公司,北京,25000,3-5年,本科
2750,Python开发工程师 (MJ000115),北京永信至诚科技股份有限公司,北京,10000,3-5年,本科
2751,python全栈,北京游道易网络文化有限公司,北京,15000,1-3年,本科
2752,python后端开发工程师,四川凯普顿信息技术股份有限公司,成都,16000,3-5年,本科
2753,Python工程师（人工智能）,浙商期货有限公司,杭州,15000,不限,本科
2754,python实习生（非应届生）,达而观信息科技（上海）有限公司,成都,4000,在校/应届,本科
2755,Python实习生,深圳市磐泷智投数据有限公司,深圳,4000,在校/应届,本科
2756,（高级）Python开发工程师,上海合合信息科技股份有限公司,上海,20000,3-5年,本科
